Latitude,Longitude
40.1178595,-88.2138419
40.1381038,-87.6456841
41.8551348,-87.6983625
42.4490303,-87.8278042
41.3691093,-88.4254953
41.7785632,-87.6336764
41.3541428,-88.818107
40.1179461,-88.2274949
41.9750094,-87.6982855
41.9547337,-87.6515236
42.3171667,-88.2789769
41.9876791,-87.8142891
41.6586704,-87.6770674
41.8746091,-87.6697486
40.5629866,-89.6328151
41.8056094,-87.9206935
41.8735335,-87.6743138
38.7006396,-90.143575
40.4968677,-88.9905214
42.2530372,-87.8651797
41.7690386,-87.6927027
39.8666192,-88.9613543
38.9022895,-89.4110093
41.3289046,-89.1923077
38.626291,-89.5239582
38.7365694,-88.0774591
39.8099694,-89.6567571
41.8697086,-87.6705038
41.1203944,-87.8720068
41.8468973,-87.622765
42.2949828,-89.6385509
40.8708015,-88.6794359
40.4823631,-88.9550719
37.7277551,-89.2202884
39.8277128,-88.9317044
40.7659981,-87.7315751
41.5232407,-87.710796
41.7859518,-88.3256347
42.2755106,-88.4008463
41.757506,-87.5849183
41.7215379,-87.6924705
41.9020868,-87.6829217
41.7494001,-87.5690144
NA,
37.742889,-88.99147
38.5502641,-90.0214907
41.1240948,-87.8831223
38.511089,-89.9892578
39.4881278,-88.2740009
41.6074558,-87.6596073
41.9732053,-87.6708106
41.8638974,-87.9350629
42.2748837,-87.9527759
41.9006786,-87.6996714
41.7219221,-87.7328532
40.7007306,-89.5949919
37.730881,-88.5248334
41.8862845,-88.3435451
41.5444716,-87.9828584
42.0353454,-88.3258582
42.0384783,-87.847611
41.9340924,-87.6373774
42.265978,-89.0738954
41.760967,-88.1501053
42.2697116,-89.0073268
41.328884,-89.1239211
42.2983388,-89.0994064
41.8916472,-87.8483856
41.873562,-88.1556693
41.5665844,-87.697323
41.9455205,-87.7676466
42.0673891,-87.9936113
42.0045138,-88.0165099
41.4943265,-90.4185105
41.8576097,-87.8360955
NA,
41.8946256,-87.6209858
41.9628227,-88.7238401
41.8185454,-88.0085664
38.7381839,-89.9472807
42.0523341,-88.1432142
42.195608,-88.1732483
41.9152811,-88.0570138
38.3122312,-88.9367688
41.8026887,-87.6134697
41.6807968,-88.0847329
38.5737165,-89.9053511
39.2961969,-90.4123404
40.0608599,-88.5606535
42.4490636,-90.4576817
40.148421,-88.9646496
41.2053321,-90.7585039
40.4093233,-91.111323
39.0150855,-89.7899053
38.0832123,-89.3492387
38.3390866,-89.3900594
40.7207124,-89.2712257
41.5549707,-89.1054405
38.3812333,-88.3752292
41.9283209,-89.0633901
41.1954497,-73.193846
39.6072643,-90.8148938
40.4587868,-87.6599275
40.4785276,-88.3702179
40.9222574,-90.6581848
41.4600653,-90.1578376
NA,
38.0098712,-88.9181631
NA,
37.1679067,-88.7400764
37.8152267,-88.4414391
41.220736,-89.9470704
38.0869054,-88.5404269
38.4218602,-87.7695444
37.4234895,-88.3733882
41.8089662,-89.957508
40.4186032,-89.416554
38.0246381,-89.2368218
39.1536172,-89.4814998
40.118099,-90.564367
37.7731961,-89.3261619
42.4263413,-88.6070179
38.757023,-89.669558
41.3671571,-89.4561338
37.9177233,-89.8132619
NA,
41.6583277,-88.6205641
39.3794562,-89.0843785
37.465553,-89.2450555
39.013167,-87.7499535
NA,
38.641478,-88.9474448
38.970641,-89.098878
39.2983951,-89.8829658
NA,
38.1240463,-89.6914354
39.1812744,-89.6389347
38.6808547,-88.4727698
41.8817692,-88.1370779
41.7772897,-87.5713109
41.9198842,-87.7933365
39.4795429,-86.0768772
41.5994176,-87.3577478
41.6151781,-87.5238812
39.76255,-86.50165
41.6106426,-86.7251334
40.446646,-86.126973
41.6346627,-87.4490091
38.2824806,-85.7491194
40.4863584,-86.1568939
40.5645967,-85.665461
41.7028568,-86.1794925
41.7064873,-86.9010788
41.0403358,-85.2499817
41.6796028,-85.9932069
41.1884563,-85.1016474
40.0664798,-86.9055873
39.4856368,-87.4085107
39.7781736,-86.184235
41.5633669,-85.8305459
39.943402,-85.3630575
41.5125365,-87.2613291
41.5518425,-87.0502367
39.794902,-85.767705
38.6727584,-87.5329401
38.3012927,-85.8345754
41.3688901,-85.0354441
39.4195116,-87.4089787
41.0779242,-85.1495694
39.8643833,-84.8838698
39.1600064,-86.5403825
39.7902783,-86.1641085
39.6076612,-86.3556555
41.6838386,-86.2517326
40.0455458,-86.0243936
38.6596091,-87.1598346
39.6562706,-85.13254
38.9558271,-85.8916328
38.792688,-85.3638433
40.763244,-86.361619
39.7879685,-86.0764951
40.7374106,-85.1711496
41.3334094,-86.3323421
37.9830836,-87.5712565
39.9090803,-86.1958346
39.111381,-84.8834278
40.0955305,-85.6812084
40.1968976,-85.4146284
41.4926573,-87.5244233
40.905759,-85.4885479
39.5600099,-85.786245
37.962775,-87.504902
41.158229,-85.4648969
41.2872631,-86.6219101
40.0773255,-86.4731115
40.3940377,-86.8344985
39.2169006,-85.8954683
40.1305129,-85.6933403
38.394992,-86.940895
41.55055,-87.5062504
41.395763,-87.3675765
39.6365539,-86.132546
41.2482028,-85.8282869
41.448027,-85.295743
37.9738741,-87.447491
NA,
39.9393236,-86.1591945
39.982751,-86.143426
NA,
39.9082312,-86.267139
39.9593634,-86.1600739
39.6499115,-86.081429
41.5376953,-87.5119159
41.4480971,-87.3285546
41.1895142,-85.1024693
41.0400016,-85.2498157
39.9008162,-86.0407551
38.339927,-85.8282258
40.4005343,-86.8065232
37.974807,-87.44457
38.333245,-85.7524035
41.7012451,-86.1781163
39.9033412,-86.0407707
39.9896884,-85.9170325
NA,
NA,
NA,
40.1690952,-84.968994
40.4679167,-85.372478
39.0101527,-85.640949
39.6221313,-85.4442464
41.0562008,-86.5960541
NA,
NA,
40.2754248,-85.8439848
39.528443,-87.111832
40.1797939,-84.9798567
40.2721616,-86.0422846
40.7344392,-86.777691
41.0639232,-86.1957552
38.6132502,-86.1071817
NA,
40.2695974,-86.5112609
39.0409409,-87.1263477
40.756731,-86.0826193
38.3608587,-87.589781
40.4393678,-84.9839003
NA,
41.6457682,-85.4261117
41.2768676,-95.9303889
38.0413132,-87.2622607
NA,
NA,
NA,
39.3052516,-85.2226698
40.8169024,-84.913822
38.2386383,-86.1461245
39.3440127,-85.4786454
39.621285,-86.8476013
38.7050626,-85.7864125
38.853322,-86.494527
42.04851,-92.906614
42.0564248,-94.8660363
40.4069569,-91.3881818
41.4332299,-91.0544985
42.4924492,-94.1933805
41.6021918,-93.6097994
41.2686369,-95.8394748
41.6641482,-91.5285792
42.0328049,-93.6118077
41.7029202,-93.0515948
NA,
NA,
41.9853036,-91.6604322
NA,
NA,
NA,
NA,
NA,
42.492721,-90.6750809
41.9780945,-91.6557271
41.8614111,-90.1892084
41.5892197,-93.6335758
41.5986713,-93.6228884
41.0288887,-92.3895049
41.616506,-93.6421497
41.5660214,-90.5198278
42.5266507,-92.3395639
43.149637,-95.1433697
42.4962806,-90.6859143
40.624254,-91.382318
43.4226089,-95.1216268
42.5194638,-96.4059744
41.7427063,-92.7343079
42.495742,-96.4009446
43.0886345,-95.6228111
42.8452592,-93.6122034
42.7212687,-93.7335124
42.3587837,-92.7621171
40.9884937,-94.7481161
42.7409897,-94.6778971
42.1016242,-91.262856
43.0977931,-93.8082644
42.743645,-93.185346
41.5628229,-95.8856796
41.3032133,-94.4531276
42.998442,-96.4799443
42.78584,-91.099187
41.8259131,-90.5466292
41.683253,-94.4943903
41.3230105,-92.2057451
NA,
NA,
43.2682658,-91.4744655
42.8605799,-91.4170689
42.846632,-92.109287
43.4238889,-96.1715386
41.8334096,-94.0936658
43.2895168,-92.8083311
40.6204244,-95.6506098
41.5973098,-85.858004
41.3286628,-94.0169487
40.7591565,-92.4155892
43.3816492,-92.1160276
42.0727304,-90.6738209
41.7153416,-94.9377707
43.0628207,-92.3218737
41.9064593,-95.0441987
42.0050087,-93.4371311
42.7318263,-94.2302018
42.4700362,-91.8746008
43.2027987,-96.2836026
40.7363786,-91.9594996
42.675448,-91.9022154
42.7228654,-92.4822861
40.75042,-93.7477578
41.0279241,-93.3019923
41.0437165,-92.7975976
42.4849041,-91.4667845
41.2893139,-91.6875347
43.4024314,-95.7417325
43.068417,-96.1581668
43.051743,-92.685034
41.025958,-93.768483
42.1735528,-92.0123981
42.265766,-94.7492605
43.4100072,-94.8335093
40.7234542,-95.0431997
43.0551795,-94.2271454
42.3386574,-95.4594755
41.3111208,-93.1117229
40.9632736,-91.5579598
43.1199732,-94.6915637
40.7542385,-93.3109956
42.025603,-96.1063467
42.9941746,-96.0442496
42.4525471,-93.8122129
42.7593414,-95.5481112
41.0275676,-95.215739
40.9868263,-91.9631177
41.0711736,-94.3838804
40.7528474,-95.3690334
NA,
42.7973366,-96.155799
42.0243513,-95.3781695
42.4189402,-94.9791036
43.2948131,-91.7737515
42.056078,-93.8770969
NA,
41.6468113,-95.3269685
42.6445539,-95.2226914
41.4012457,-94.9911102
39.9453797,-75.1475611
42.4756465,-91.1306548
41.2995345,-92.6295555
NA,
43.1871296,-95.8464287
37.3803626,-94.6845204
NA,
38.8334967,-97.6102357
38.878486,-99.299245
NA,
NA,
37.8182791,-96.858427
NA,
NA,
NA,
NA,
NA,
NA,
NA,
NA,
39.0140681,-96.851104
38.2053717,-97.5170751
39.0526033,-95.6964703
38.202265,-95.7374986
38.0244914,-97.3331749
38.9947853,-94.7117298
38.3787437,-97.6709975
38.569485,-94.8491211
37.584549,-101.358531
37.3210885,-95.2646156
37.700125,-97.3323311
NA,
39.3073199,-94.9182986
38.9789308,-95.2485837
39.2013191,-96.5992105
37.0409324,-95.6393051
39.1265615,-94.7866525
NA,
37.0025552,-101.9047326
37.7853901,-100.0149491
NA,
38.9102643,-94.6521061
37.7330809,-97.2250809
38.9040646,-94.6691896
37.7503032,-97.2278284
38.833694,-97.6084566
38.9267283,-94.6281311
39.2027429,-96.5991122
38.3563105,-98.7908667
38.9270913,-94.6436628
37.743694,-97.227616
37.7243585,-97.1480114
38.0802,-97.8887
38.9242455,-94.7689968
37.7257513,-97.5132964
39.0114646,-94.6670187
37.075221,-94.6579422
38.6349058,-99.9315589
NA,
37.1592168,-95.111086
38.4799597,-100.4681127
37.1891687,-99.7724516
38.4762102,-101.3547592
39.8140929,-101.038548
37.1725395,-94.8431113
39.7863792,-98.2012912
NA,
39.2448154,-99.2982229
37.267946,-99.3321152
37.9460058,-101.2540917
39.326032,-95.270062
39.8371317,-96.0784986
38.2797089,-95.2510928
37.9211285,-99.4198086
37.1339667,-96.1890801
39.4791373,-95.7511831
39.6732988,-95.5305143
37.28557,-100.336838
37.9847787,-101.7415788
37.9571165,-98.5961518
37.4374237,-100.9856235
39.3717859,-99.8445949
39.127137,-100.862962
38.7435018,-98.2186722
39.1290277,-97.7046906
37.0262229,-97.610151
38.3414852,-98.2165986
37.0084866,-98.489787
37.606096,-99.301134
38.5216922,-98.7797908
37.289199,-98.5772955
37.1714968,-101.3497943
38.4582617,-99.9013318
39.2049985,-96.3192012
39.8997686,-95.807109
37.8361501,-96.2942004
38.680621,-96.941767
39.8521626,-95.5309723
38.530445,-99.3177043
37.573969,-101.750028
NA,
38.1839526,-99.1076228
37.1552583,-98.0174049
39.3543705,-100.431754
39.8385463,-99.8887447
39.5658911,-97.6733958
38.8828084,-98.8596234
39.8174827,-97.0454338
39.8160181,-100.5372052
39.7552827,-99.3133014
39.4962394,-96.1709877
39.0277552,-99.8710117
38.3426807,-97.01045
38.3626773,-97.1876156
38.5728915,-97.6835542
38.4692291,-101.7497882
39.0449596,-98.1447492
39.8173541,-97.6368104
39.379118,-101.0445662
41.2667163,-95.9400165
39.4366831,-98.7009087
39.8910565,-96.8752394
37.2842431,-98.0335162
39.0671333,-100.2401648
28.5813364,-81.75221
38.0836453,-99.903393
39.3575762,-101.7134673
39.3921973,-97.1235717
38.4669217,-100.9036336
37.9486162,-95.3921555
37.5337719,-95.8147583
40.6115416,-74.4193573
37.5158649,-94.8585888
39.7719265,-98.7857313
37.6467874,-98.1216781
38.665672,-96.500301
37.675374,-95.4724613
38.9253608,-97.2058861
39.5366253,-95.1282386
37.2452055,-96.9820738
38.4115032,-96.1955313
38.9296625,-94.6527222
39.078225,-84.4668834
37.1130228,-82.8126615
37.196602,-87.1892541
37.7294325,-82.7671575
38.4703107,-82.6348908
38.0324892,-84.5237029
37.1178379,-84.1091044
37.7131105,-85.8760009
36.9957546,-86.4299604
38.2092731,-85.2357956
37.0111014,-85.9048163
38.1797,-83.4420999
38.6400696,-83.8086673
36.6061506,-83.7402416
36.7626902,-83.7077084
37.5706507,-85.2606646
37.861878,-85.523221
36.6079783,-88.3095655
37.2781545,-83.2283495
39.0132266,-84.5626515
38.507753,-82.6955872
37.7792914,-87.0639872
38.2489682,-85.7512244
37.1618455,-83.7619076
NA,
39.0167798,-84.6315156
38.2217503,-84.238565
37.643888,-84.773335
37.7307718,-84.2923922
36.810081,-83.313858
36.8611126,-87.4955476
38.4218509,-83.7520783
37.8543586,-87.5818836
38.0771193,-83.9452682
36.8162686,-86.8814829
38.0311683,-84.5073963
37.6764455,-82.2964535
37.4727174,-86.28852
37.8149129,-82.8124254
38.3834944,-84.2774548
NA,
37.3664276,-85.3378037
38.2477538,-85.7507854
38.0114609,-84.2161315
37.3396916,-87.4927765
NA,
38.1866439,-84.5612931
37.0504638,-88.6473046
38.0181544,-84.5119903
37.074127,-88.6269737
36.6989289,-85.6768045
NA,
37.3574183,-84.3361638
36.7588002,-88.651384
NA,
NA,
37.9690581,-77.9658556
38.2382251,-85.6390046
37.085663,-84.6201361
38.3955991,-85.3756187
37.5655619,-83.369616
38.2480611,-85.744415
37.9991882,-84.4390925
37.0961456,-85.2943286
37.7061212,-83.9772659
37.7570359,-84.8486299
36.8663318,-87.8219135
37.5788864,-82.7509384
37.6285121,-87.9476742
NA,
38.0549001,-84.7233116
37.3183513,-84.9330148
38.6798993,-85.1687553
38.649036,-84.576154
38.5415575,-84.840917
37.1611636,-85.923028
37.542938,-84.652784
37.1679217,-83.3777158
36.7939237,-85.3699449
36.7003514,-86.5756218
37.7669057,-86.4411086
37.2634594,-88.2290993
36.8197564,-84.8672533
37.1127157,-87.9039094
37.4476249,-86.8963585
36.7617167,-86.2165598
37.2420088,-85.4989506
36.8671178,-88.3700364
36.8512952,-83.8702464
37.5766235,-84.2863056
37.0565617,-85.0676698
37.4568065,-82.7457266
30.202726,-92.0195239
29.7810152,-90.805427
NA,
30.217408,-92.0466828
31.75285,-93.079163
NA,
32.450962,-92.105542
30.2306859,-93.3686516
29.7070597,-91.2011455
30.4658006,-90.460286
30.5447326,-92.0752527
31.2833258,-92.4620057
30.6490105,-91.1375101
30.6422069,-92.4173673
31.3152064,-92.4499261
30.2161173,-93.2276486
29.973708,-92.1077483
29.9611483,-90.1457593
29.8920731,-90.0944039
30.2837269,-89.770201
32.4254871,-93.7175061
30.2264527,-92.3634707
30.468666,-90.112846
29.9257745,-90.0923462
30.8419185,-93.2890285
30.2399563,-92.6632063
29.9879892,-91.7844292
30.2046906,-93.1975818
30.403958,-91.1070679
30.4491379,-91.1531046
29.924114,-90.3704954
32.8683087,-91.3832315
32.5176592,-92.63358
33.010286,-93.44389
31.9249767,-92.6451199
32.480733,-93.760888
31.1438552,-92.0610735
30.1742508,-92.0685468
30.8159504,-92.644042
32.4840555,-93.7793019
NA,
32.7748904,-91.9171756
32.0359058,-93.7088026
32.5001003,-92.113304
NA,
30.4915197,-92.8516828
32.1582404,-91.7051799
32.6177009,-93.286614
NA,
30.0130374,-90.1817668
32.4632268,-91.7491588
32.5129317,-92.1561531
31.1386079,-93.2689173
30.6824069,-92.2663427
29.9557828,-90.0762827
30.411075,-90.0806682
29.569876,-90.6882096
32.077444,-92.094571
42.3778547,-71.2265422
30.8337639,-91.1412817
30.18133,-93.249927
30.4429338,-90.9998453
30.2880739,-89.74537
30.1526173,-92.0461494
32.8099011,-91.1718134
31.5607692,-93.4711387
32.5582296,-93.7182413
29.6006288,-90.7494936
30.2098401,-90.9318357
32.5359538,-92.1023051
32.5008695,-92.1144344
30.376571,-91.1009545
30.1499048,-92.0402327
30.2917431,-89.7708538
30.1752815,-92.0265537
30.1736821,-92.0265158
29.7882026,-95.6280378
30.4058224,-90.0829785
30.2040411,-92.0146933
30.273324,-89.755695
30.0245345,-90.2706607
32.4974272,-93.7468416
31.1355924,-93.2688538
31.313914,-92.4678969
29.9373279,-90.0771769
29.9991485,-90.1591922
30.4770546,-90.4129599
29.816381,-93.1255978
29.955816,-89.9861436
30.7786353,-89.8691253
30.0287823,-89.975367
30.8240793,-90.6662144
32.7877365,-92.3919305
NA,
29.9591048,-91.0410799
32.864327,-93.988073
NA,
30.7838183,-91.3666745
30.4524063,-93.436894
30.087818,-91.003433
30.733072,-90.5122643
29.8010695,-91.5235958
30.9529865,-92.176095
32.020562,-93.344046
30.8354555,-90.1521189
32.4034652,-91.1848899
31.8590111,-92.2752467
30.6837235,-91.4612869
NA,
31.6469583,-91.5548418
30.3944272,-92.2113294
32.5538755,-92.9136261
30.6219919,-90.498244
30.007571,-92.2965062
32.4536947,-91.4940621
29.703292,-90.564606
29.4570427,-90.3107925
32.8240918,-92.656449
29.917793,-90.127417
32.4812133,-93.7576163
44.814048,-68.7724859
43.6513878,-70.2650055
43.6534187,-70.2750647
46.681153,-68.0158614
43.4776176,-70.4903747
43.1435477,-70.6509683
43.9060336,-69.89044
44.1021568,-70.2145298
46.8796554,-68.0082896
44.8011821,-68.7778138
44.1017462,-70.1996273
44.6264756,-70.1629914
44.3627559,-69.7806255
44.5429523,-69.6637381
44.5470352,-68.4161186
47.265588,-68.5919397
44.1441064,-69.0842266
44.4115247,-68.5861786
35.612661,-77.3663538
44.025942,-69.529963
45.3479766,-68.5170825
44.3849467,-68.2023027
45.1778071,-67.2678647
44.5515937,-70.5562906
45.6530265,-68.7162635
NA,
45.187684,-69.2378932
44.046676,-70.7141238
44.7135861,-67.4770788
44.4259092,-69.0064234
44.7900425,-69.3707337
44.7588925,-69.7130792
44.209866,-70.532275
39.6226768,-77.6851973
39.2880132,-76.6248449
38.9306528,-76.9209112
39.0147079,-77.0347487
39.4226989,-77.4146128
39.5429695,-76.0908574
39.2928368,-76.6132459
39.2972344,-76.5922138
39.2716024,-76.6737365
39.3524767,-76.6613048
39.2882937,-76.6498445
39.3512035,-76.4779985
38.9856862,-77.0019265
39.413393,-79.4010325
NA,
38.362388,-75.5978961
38.9972577,-77.110582
38.9901193,-76.5341984
39.329267,-76.614289
39.6483691,-78.7328124
38.3020715,-76.6381454
39.2901622,-76.5471072
39.21837,-76.064499
39.608588,-75.832008
39.5582432,-76.9908346
39.2521066,-76.614284
38.52906,-76.9724071
38.7697573,-76.0769225
39.2986161,-76.6207831
38.559629,-76.59455
39.358517,-76.782082
39.1376872,-76.6228375
39.3909715,-76.6247907
37.9971729,-75.852394
39.2136187,-76.885917
39.5188422,-76.3461222
38.9808318,-76.8654583
39.0869021,-76.8816332
39.3582073,-76.5872769
39.0980422,-77.1982981
39.3137299,-76.7084953
38.728175,-76.992137
38.3396404,-75.2115477
38.7485674,-76.8757424
39.3873256,-76.6111596
39.3541226,-76.6651574
39.1807761,-77.2429848
39.3631103,-76.65368
39.2987991,-76.5940173
39.3288997,-82.1157775
42.373977,-71.1334327
41.94183,-71.2756732
42.7097587,-71.1507002
42.3748024,-71.1042804
41.6527579,-70.2748377
42.3305027,-72.6531304
42.5962034,-72.5923856
42.2774856,-71.0657391
42.0785117,-72.0420277
41.6929483,-71.1633254
42.2002873,-72.6274057
42.8144014,-70.8909165
42.1694156,-72.341697
42.3343424,-71.07411
42.5640529,-70.8757261
42.510776,-70.907117
42.3489582,-71.1476809
42.459638,-73.2492284
42.3543702,-71.5540829
42.1565659,-71.0281434
42.4274066,-71.6929665
41.9430573,-70.6452871
42.2763579,-71.7949143
42.647737,-71.3422768
42.1180277,-72.7590708
42.1144919,-72.5933409
42.4604103,-71.0610124
42.3631542,-71.0688334
41.9065039,-71.0948565
41.7098056,-71.1458738
42.3627386,-71.070112
42.1216158,-72.6037013
42.7275398,-71.1680478
42.2770426,-71.2366552
42.4528932,-71.3770427
42.3398798,-71.1045583
42.3294377,-71.1075764
42.1333439,-71.5288105
42.5864219,-71.9870741
42.5772839,-71.5739659
42.1758242,-70.9541227
42.3306338,-71.2464373
42.4658868,-71.1224312
42.2514407,-71.0771688
42.3362036,-71.1067408
42.0978285,-71.0615518
42.3495983,-71.0635409
42.3016411,-71.1287817
42.189271,-71.2019413
NA,
42.2776728,-71.7616372
42.4842322,-71.204072
42.2850808,-71.4189431
42.2647185,-71.7968904
41.275084,-70.101002
33.4488536,-112.0753817
42.191204,-73.3718218
42.5850878,-72.2086842
42.3501528,-71.1433908
42.3376672,-71.1052864
42.1213893,-72.5922932
42.3630268,-71.0665836
42.3943459,-83.4043441
42.8205543,-85.9879712
41.9138521,-84.0486253
42.635104,-83.3092456
41.9350848,-85.6477822
42.2855143,-85.5804185
42.4579777,-83.2052537
42.2917743,-83.2115682
42.0885704,-86.4782949
41.9381529,-84.9893546
42.4191069,-83.182279
42.6142543,-83.2760239
43.3906048,-84.6634414
42.9560593,-82.4334645
43.1748107,-85.2692195
45.0776347,-83.4493824
41.9120325,-84.6330333
42.9679817,-85.665579
42.6446796,-85.3027963
43.5887118,-83.8681815
42.2820339,-83.7272882
42.6142835,-82.9603572
42.3673845,-83.0853755
46.5537185,-87.3988663
45.8098407,-88.0445283
44.6675502,-84.7079747
42.9581324,-85.6623188
43.2217349,-86.2429655
42.6155664,-83.9408499
43.4284033,-83.956069
42.464556,-83.262188
42.7749746,-86.1143432
42.3312,-85.1784543
43.4247841,-83.9384673
42.185559,-86.248677
43.5993477,-84.7609728
44.2461197,-85.3903579
42.3912411,-86.2630763
42.3844125,-82.9146893
32.2487227,-92.7126158
43.6938769,-85.4751018
44.2637093,-84.2451737
41.7947322,-85.4074064
44.7616354,-85.6417857
41.925249,-83.3889053
44.2753275,-83.5094783
42.3520255,-83.0571595
45.3740876,-84.9698306
47.141302,-88.5858028
43.9593366,-86.4292255
42.3072397,-85.5615316
43.8031628,-83.0319928
43.0054317,-84.1814947
42.5147113,-83.1917212
43.0217956,-83.7053418
45.0353548,-84.6755003
43.01421,-83.732595
42.2733176,-83.3647434
42.2379644,-83.6007499
42.2101322,-83.1476402
42.4463654,-83.3235459
42.264106,-83.6605683
42.4192452,-82.9149578
42.703705,-84.5551416
43.050817,-86.228932
42.116945,-83.213649
43.8207231,-84.7684001
43.0627611,-83.3205647
42.5057713,-83.0048137
42.892219,-83.6423231
42.6385262,-83.2908175
43.175584,-84.84262
42.9869446,-82.4297392
42.2735551,-84.9570575
43.6386288,-84.2606084
42.5872771,-82.8972013
42.7340161,-84.5351989
42.856655,-85.7226686
46.4980756,-84.3500726
42.7852319,-82.4808951
42.3321567,-83.3147183
42.6807334,-83.1492553
42.3100294,-84.0169076
42.4516781,-83.0815603
42.6189456,-83.0935084
42.2336142,-83.2702481
42.3533835,-83.0556941
43.4551416,-84.0513038
42.592901,-83.499202
42.5185235,-83.6953618
42.3522213,-83.0570915
42.4576244,-83.2031613
42.5391428,-83.4077692
44.272531,-86.271915
44.636512,-86.2424169
44.7317527,-85.1830923
45.9845353,-86.1322864
46.3528874,-85.5156083
43.981945,-83.968804
45.8911884,-84.7275753
46.6886882,-88.4537245
46.4246938,-86.6239055
38.0449239,-87.2698212
43.8343364,-83.2781111
43.5273618,-82.7341141
43.2160334,-85.0740756
43.8426786,-82.6520155
43.423398,-82.8329304
41.9832518,-86.1150593
43.604415,-83.1812055
43.4408044,-85.278512
46.099593,-88.619075
47.2385396,-88.4432825
43.607374,-86.36484
46.5047802,-87.6845552
45.205784,-85.3866695
34.73341,-79.350593
42.4949634,-84.6587832
43.9766051,-84.495376
42.9931538,-84.5546769
42.5654901,-84.8318656
42.5195749,-85.8563903
43.4931766,-83.4071264
43.332474,-83.0814315
42.9357795,-85.0746505
42.2212668,-85.8969802
46.4782891,-90.1057004
42.002777,-83.9376795
45.7457312,-87.0944293
43.4640199,-85.9504402
42.3515884,-83.0546483
45.013944,-93.3224025
46.7932732,-92.0966385
44.9720866,-93.2622369
44.0199261,-92.4405228
44.0208655,-92.4815903
44.4734265,-93.1915393
44.5600031,-92.5719671
46.7930304,-92.0933601
45.5664046,-93.2309159
43.6217626,-95.5990326
45.8739484,-95.376048
45.5753591,-94.1692047
44.9433017,-93.107201
47.4094872,-92.9293991
43.6524998,-93.373062
44.034532,-91.622968
46.7971796,-92.0876204
45.3218708,-93.000552
46.2768753,-96.0736053
44.9296241,-93.3618329
44.8431253,-93.7922507
44.9525623,-93.2620166
44.747369,-92.8731424
44.9490988,-93.1000226
47.2236251,-93.5553187
45.0475288,-92.8175569
44.1097178,-93.2483216
44.28842,-93.257442
46.3620518,-94.2063876
45.1945029,-93.8709564
44.8859974,-93.3260119
44.9671836,-93.2368756
47.5314386,-92.5499885
45.1199948,-95.0460933
44.1636862,-93.9832189
47.503406,-94.8994242
46.8135614,-95.8441725
44.7720995,-93.5024466
44.9556428,-93.0946477
45.1848786,-93.3709696
45.1064085,-93.2568936
45.5584374,-93.5901017
38.0240716,-97.3319936
44.8757643,-94.3728798
44.9601427,-93.26439
47.876346,-95.0169401
44.748941,-93.2726657
45.0289627,-93.033747
44.9219843,-92.9764383
45.1329295,-93.4807281
47.3111059,-95.9732927
48.7065214,-94.6005033
44.045324,-95.439871
44.232471,-95.6074594
45.8091719,-96.5014489
46.5296349,-93.6984153
44.7752533,-94.9730569
47.029698,-91.666318
46.1269528,-92.8652802
44.6105013,-94.0840968
47.853084,-92.6796164
47.2978543,-96.5315442
44.931475,-96.065951
43.6242381,-95.0041788
47.7470899,-93.645004
47.7553114,-90.3401684
47.900717,-91.87181
43.992305,-95.75984
47.7742796,-96.6179811
42.0961094,-102.8708554
48.594926,-93.431731
44.048711,-94.409689
44.9529596,-95.7116947
45.9736631,-94.8485635
44.2993655,-94.727353
47.5262218,-95.4020544
46.3589523,-94.7482287
45.674911,-94.822709
39.0816332,-84.1489824
43.9699786,-94.6226807
44.3509803,-93.9708847
44.388317,-92.048468
48.7672604,-96.9400281
48.1913294,-96.7730766
43.084821,-88.9130489
44.5061806,-96.4188425
47.5180548,-92.2295447
45.199873,-96.008803
45.3152616,-96.4460664
44.8085624,-95.5432569
48.8402122,-95.7599351
44.0816646,-93.5084003
44.4861745,-92.9033972
44.7077784,-96.2788822
44.272004,-96.1302505
45.3739249,-94.7158735
46.4611418,-92.7519768
44.537005,-95.106905
44.2464842,-94.9710659
46.4815609,-93.945304
46.4468419,-95.133226
44.777675,-94.151892
46.0731822,-93.6624939
47.5713352,-95.739282
47.3845773,-94.6083748
44.4477936,-95.7775519
47.3442459,-93.7915531
44.5462516,-93.5743888
45.3006265,-93.7785989
32.2158647,-82.4080396
46.7312036,-92.4622407
45.3145082,-95.6083252
45.119098,-94.528802
45.8742457,-93.2897382
45.7458666,-94.9557319
43.6341659,-94.1003768
45.9673039,-94.3627929
43.6710519,-96.2124869
45.0166778,-96.1888037
46.5939093,-95.5931883
43.9907179,-96.3226191
44.4539882,-93.9148342
45.6465772,-95.3898601
46.2891941,-96.5889357
44.3119249,-94.4763306
22.6019321,88.4055763
46.9168179,-95.0614824
48.0911416,-96.1954341
44.9565037,-93.0955048
44.9566809,-93.2619403
44.958853,-93.2108198
32.3316734,-90.1700199
34.8020057,-88.2084738
34.242066,-88.7160122
34.4975149,-89.0276986
30.3958649,-88.8896523
34.9355756,-88.5601317
34.787199,-89.417066
33.894678,-88.985782
31.9770036,-89.291182
30.3667257,-89.1153481
33.5341694,-89.2652627
33.9759295,-88.4769404
33.124245,-89.0367029
32.2868086,-90.9007589
34.3482454,-89.5199355
30.9219199,-88.5937848
32.5812555,-90.0829993
